Dátum,EUR,CHF,JPY,USD
2018-04-23,311.18,260.15,235.41,254.27
2018-04-24,312.55,261.75,235.34,256.1
2018-04-25,312.89,261.18,235.04,256.4
2018-04-26,313.33,261.63,235.39,257.42
2018-04-27,312.62,261.15,236.75,258.96
2018-05-02,313.84,262.79,238.19,261.58
2018-05-03,314.23,262.8,239.03,262.12
2018-05-04,314.4,263.07,240.98,262.81
2018-05-07,313.89,262.17,240.7,263.09
2018-05-08,314.53,263.53,242.6,264.56
2018-05-09,314.71,264.73,241.84,265.44
2018-05-10,314.41,263.74,241.22,264.79
2018-05-11,314.49,263.32,241.41,263.79
2018-05-14,315.15,263.21,240.03,262.95
2018-05-15,317.26,266.05,242.05,266.18
2018-05-16,317.19,268.26,243.18,267.94
2018-05-17,316.35,267.38,241.91,267.75
2018-05-18,317.33,268.98,242.21,268.76
2018-05-22,316.65,269.14,241.59,268.17
2018-05-23,318.8,274.1,247.38,271.8
2018-05-24,318.87,273.85,247.59,271.63
2018-05-25,319.61,274.5,248.79,272.52
2018-05-28,318.97,275.34,249.67,273.14
2018-05-29,319.88,278.99,255.15,277.12
2018-05-30,319.31,277.82,253.09,275.01
2018-05-31,318.88,275.64,249.73,272.08
2018-06-01,319.82,277.52,250.68,273.77
2018-06-04,319.08,276.61,248.78,272.49
2018-06-05,318.66,276.08,248.05,272.24
2018-06-06,318.94,275.51,246.77,271.6
2018-06-07,317.3,273.22,244.09,268.38
2018-06-08,319.8,276.72,248.62,271.82
2018-06-11,320.87,276.08,247.59,272.27
2018-06-12,321.72,277.24,247.46,272.78
2018-06-13,320.43,275.94,246.66,272.85
2018-06-14,321.39,276.5,247.15,271.77
2018-06-15,323.37,279.95,252.41,278.94
2018-06-18,322.65,279.34,251.89,278.39
2018-06-19,324.33,281.74,255.47,280.61
2018-06-20,323.09,280.38,253.85,279.54
2018-06-21,326.17,284.04,256.32,283.16
2018-06-22,324.53,281.03,252.48,278.11
2018-06-25,324.72,282.05,254.4,278.47
2018-06-26,325.58,282.17,254.33,278.87
2018-06-27,327.25,283.84,256.36,281.43
2018-06-28,328.1,284.41,257.41,283.95
2018-06-29,328.6,284.05,254.68,282.06
2018-07-02,330.04,285.84,255.82,283.47
2018-07-03,328.01,283.24,253.62,281.34
2018-07-04,326.48,282.34,253.74,280.36
2018-07-05,324.24,279.33,250.69,277.29
2018-07-06,324.16,278.85,250.12,276.73
2018-07-09,322.76,277.76,248.14,274.15
2018-07-10,325.32,279.34,249.58,277.41
2018-07-11,324.62,279.17,249.41,277.24
2018-07-12,325.2,279.35,247.88,278.57
2018-07-13,324.58,278.21,247.64,279.16
2018-07-16,322.04,275.26,244.81,275.34
2018-07-17,322.84,276.63,244.74,274.94
2018-07-18,323.89,278.02,246.54,278.69
2018-07-19,325.15,279.68,247.91,279.99
2018-07-20,325.91,280.17,248.97,279.97
2018-07-23,325.97,280.8,250.6,278.44
2018-07-24,326.84,281.31,251.45,279.71
2018-07-25,325.64,280.5,250.31,278.4
2018-07-26,324.26,278.79,250.01,276.81
2018-07-27,323.26,278.91,250.04,278.05
2018-07-30,322.28,277.86,248.47,276
2018-07-31,321.31,277.4,245.67,274.02
2018-08-01,321.21,277.09,245.48,274.96
2018-08-02,321.5,278.18,247.96,276.65
2018-08-03,321.17,278.77,248.25,277.35
2018-08-06,320.2,278.31,249.09,277.06
2018-08-07,319.56,277.07,247.79,275.77
2018-08-08,319.36,276.54,248.33,275.57
2018-08-09,320.08,277.77,248.45,276.1
2018-08-10,322.6,283.16,253.94,281.57
2018-08-13,324.16,286.24,258,284.75
2018-08-14,323.36,285.94,255.74,284
2018-08-15,323.29,286.24,256.46,285.44
2018-08-16,323.81,286.47,256.76,284.49
2018-08-17,323.53,284.98,256.36,283.87
2018-08-21,323.33,283.94,254.36,280.33
2018-08-22,322.93,283.56,252.73,278.99
2018-08-23,324.17,285.18,252.85,280.33
2018-08-24,324.25,284.79,251.62,280.4
2018-08-27,323.94,283.67,250.96,279.02
2018-08-28,323.74,283.41,249.27,276.89
2018-08-29,324.84,284.98,250.34,278.4
2018-08-30,326.53,288.1,250.38,279.37
2018-08-31,326.45,289.04,252.54,279.76
2018-09-03,326.76,289.92,253.47,281.4
2018-09-04,327.71,291.26,254.23,283.34
2018-09-05,328.37,291.29,254.54,283.86
2018-09-06,327.37,290.16,252.67,281.37
2018-09-07,324.55,288.78,251.69,278.7
2018-09-10,324.88,289.1,252.81,280.8
2018-09-11,324.51,286.82,250.8,279.39
2018-09-12,324.72,287.6,251.39,280.27
2018-09-13,325.52,288.78,251.33,280.23
2018-09-14,323.56,286.67,247.15,276.41
2018-09-17,324.79,288.76,248.96,278.74
2018-09-18,324.81,289.3,248.21,277.9
2018-09-19,323.4,286.31,245.9,276.32
2018-09-20,323.65,286.47,246.61,276.84
2018-09-21,323.42,287.02,243.45,274.25
2018-09-24,323.85,286.88,244.25,275.2
2018-09-25,323.8,284.86,243.86,275.29
2018-09-26,323.8,285.04,243.78,275.18
2018-09-27,323.65,284.97,245.18,276.39
2018-09-28,323.78,285.23,245.63,278.76
2018-10-01,323.43,283.01,244.52,278.65
2018-10-02,323.92,286.14,247.58,281.33
2018-10-03,322.89,283.03,245.04,278.98
2018-10-04,324.04,284.36,246.73,282.09
2018-10-05,325.1,284.58,248.46,282.87
2018-10-08,325.54,285.92,250.41,283.69
2018-10-09,325.35,285.2,250.49,283.46
2018-10-10,324.86,284.78,249.79,282.76
2018-10-11,325.32,284.9,251.02,281.74
2018-10-12,324.94,283.15,249.8,280.43
2018-10-15,324.15,283.15,250.87,280.12
2018-10-16,322.2,281.52,247.92,277.97
2018-10-17,322.3,281.17,248.34,278.64
2018-10-18,322.02,281.35,248.36,279.58
2018-10-19,323.51,283.6,251.26,282.52
2018-10-24,323,283.7,251.5,282.91
2018-10-25,323.86,284.36,252.75,283.79
2018-10-26,324.12,284.76,254.3,284.82
2018-10-29,324.44,285.01,254.16,285.07
2018-10-30,324.76,285.1,253.28,285.7
2018-10-31,324.69,284.69,253.14,286.4
2018-11-05,322.49,281.95,250.14,283.36
2018-11-06,322.11,281.08,249.47,282.4
2018-11-07,321.66,280.82,247.59,279.92
2018-11-08,321.53,280.72,247.56,281.45
2018-11-09,321.42,281.21,248.92,283.49
2018-11-12,321.81,283.19,250.9,285.88
2018-11-13,322.7,284.08,251.69,287.23
2018-11-14,322.91,283.74,251.55,286.52
2018-11-15,322.65,283.93,252.09,285.89
2018-11-16,321.62,281.59,250.13,283.62
2018-11-19,321.5,282.09,249.69,281.33
2018-11-20,321.76,283.51,250.38,281.53
2018-11-21,321.61,283.94,250.05,282.46
2018-11-22,321.66,283.84,249.78,282.08
2018-11-23,321.25,283.67,250.28,282.42
2018-11-26,322.34,284.37,250.29,283.4
2018-11-27,324.02,286.52,252.15,286.52
2018-11-28,324.32,287.66,252.72,287.49
2018-11-29,323.21,285.98,250.92,284.24
2018-11-30,323.55,285.63,250.72,284.54
2018-12-03,322.41,284.34,250.05,283.66
2018-12-04,323,284.87,250.99,282.99
2018-12-05,323.9,286.14,252.86,285.68
2018-12-06,323.66,286.21,253.43,285.41
2018-12-07,323.1,286.01,251.92,284.29
2018-12-10,323.21,286.17,251.21,283.19
2018-12-11,323.44,287.97,251.41,284.17
2018-12-12,323.59,287.43,251.59,285.5
2018-12-13,323.52,286.58,250.59,284.34
2018-12-14,323.72,287.44,252.5,286.66
2018-12-17,323.45,286.63,251.86,285.48
2018-12-18,323.3,286.58,252.82,284.17
2018-12-19,322.49,285.1,252.01,283.16
2018-12-20,321.95,283.99,251.07,280.47
2018-12-21,321.86,284.54,253.34,281.64
2018-12-27,321.18,284.31,254.28,281.89
2018-12-28,321.51,285.16,254.54,280.94
2019-01-02,322.16,286.4,258.59,281.73
2019-01-03,322.55,287.45,263.34,283.54
2019-01-04,321.25,285.43,260.76,281.72
2019-01-07,321.18,285.73,259.45,280.73
2019-01-08,321.4,286.23,257.76,280.65
2019-01-09,321.78,286.5,257.72,280.71
2019-01-10,321.75,286.02,258.26,279.18
2019-01-11,321.4,283.87,257.51,278.99
2019-01-14,321.17,285.09,259.05,280.16
2019-01-15,321.8,285.76,259.25,281.47
2019-01-16,323.52,286.9,261.01,283.54
2019-01-17,321.44,284.27,259.44,282.11
2019-01-18,318.92,281.46,255.36,279.8
2019-01-21,318.2,280.53,255.16,279.86
2019-01-22,318,280.71,255.69,279.9
2019-01-23,318.11,280.61,255.4,280.1
2019-01-24,318.76,282.67,255.96,280.92
2019-01-25,318.41,282.08,255.9,280.98
2019-01-28,317.85,280.85,254.66,278.6
2019-01-29,317.15,279.44,253.27,277.2
2019-01-30,317.13,278.49,253.66,277.43
2019-01-31,315.87,276.86,253.34,275.03
2019-02-01,317.23,278.63,253.99,276.65
2019-02-04,317.75,278.41,252.64,277.63
2019-02-05,317.75,278.07,252.95,278.24
2019-02-06,318.82,279.8,255.28,279.94
2019-02-07,319.55,280.91,256.02,281.67
2019-02-08,319.25,281.23,256.6,281.85
2019-02-11,319.65,281.95,256.48,282.8
2019-02-12,318.9,280.76,255.85,282.84
2019-02-13,317.9,279.16,253.69,280.81
2019-02-14,318.94,280.63,255.02,283.07
2019-02-15,318.05,280.09,255.33,281.88
2019-02-18,318.05,280.11,254.24,281.06
2019-02-19,318.19,280.22,254.09,281.48
2019-02-20,317.51,279.54,252.57,279.82
2019-02-21,317.37,279.68,253.1,280.21
2019-02-22,317.83,280.02,252.86,280.27
2019-02-25,318.03,280.37,253.12,280.2
2019-02-26,317.71,279.59,252.15,279.48
2019-02-27,316.39,278.49,251.41,277.63
2019-02-28,316.39,278.88,250.66,277.71
2019-03-01,315.85,277.95,248.42,278.01
2019-03-04,316.12,278.38,249.14,278.69
2019-03-05,315.55,278.25,248.75,278.53
2019-03-06,315.48,277.7,249.54,279.14
2019-03-07,315.3,277.5,249.56,278.78
2019-03-08,315.8,278.85,253.48,281.64
2019-03-11,315.65,278.3,252.2,280.5
2019-03-12,315.51,277.58,251.27,279.86
2019-03-13,314.75,276.95,250.28,278.61
2019-03-14,314.45,276.69,248.73,277.91
2019-03-18,314.33,276.64,248.38,276.92
2019-03-19,313.65,276.25,248.2,276.22
2019-03-20,312.82,275.69,247.1,275.61
2019-03-21,314.29,277.47,249.37,275.5
2019-03-22,315.83,280.41,252.8,279.4
2019-03-25,316.85,281.48,253.93,279.88
2019-03-26,316.23,281.45,253.13,279.4
2019-03-27,319.95,285.59,256.81,283.62
2019-03-28,320.17,285.76,257.81,284.47
2019-03-29,320.79,287.23,258.25,286.14
2019-04-01,321.19,287.32,257.25,285.6
2019-04-02,322.05,287.66,258.19,287.6
2019-04-03,319.72,285.38,255,284.35
2019-04-04,319.93,285.24,255.65,284.84
2019-04-05,320.61,285.44,255.56,285.44
2019-04-08,321.57,286.16,256.77,286.22
2019-04-09,321.01,285.01,255.55,284.53
2019-04-10,321.81,285.26,256.91,285.55
2019-04-11,321.49,284.58,256.48,284.98
2019-04-12,322.3,284.75,254.71,285.15
2019-04-15,320.69,282.67,253.06,283.35
2019-04-16,319.81,281.48,252.69,282.89
2019-04-17,319.21,279.99,251.82,282.09
2019-04-18,320.23,281.3,254.15,284.37
2019-04-23,320.77,279.95,254.88,285.13
2019-04-24,321.2,281.32,256.02,286.33
2019-04-25,322.12,283.28,258.29,288.95
2019-04-26,322.18,283.35,258.96,289.16
2019-04-29,322.61,283.48,258.57,288.95
2019-04-30,322.87,282.97,258.71,288.12
2019-05-02,324.32,284,259.4,289.31
2019-05-03,323.82,284.32,260.12,290.03
2019-05-06,323.69,284.41,261.4,289.42
2019-05-07,324.1,284.19,261.78,289.45
2019-05-08,324.49,284.7,263.07,289.77
2019-05-09,324.31,284.78,264.2,289.85
2019-05-10,323.51,284.14,262.2,288
2019-05-13,324.24,285.96,263.3,288.73
2019-05-14,324.04,286.06,262.8,288.21
2019-05-15,324.96,288.2,264.88,289.81
2019-05-16,324.2,286.63,263.74,288.95
2019-05-17,325.19,288.37,265.48,291.02
2019-05-20,326.38,289.92,265.94,292.59
2019-05-21,327.19,290.56,266.55,293.52
2019-05-22,326.71,289.65,265.12,292.75
2019-05-23,326.78,290.67,266.33,293.34
2019-05-24,326.19,290.77,266.21,291.61
2019-05-27,325.63,289.24,265.68,290.92
2019-05-28,326.4,290.59,267,291.64
2019-05-29,327.26,291.72,268.52,293.38
2019-05-30,325.49,289.62,266.47,292.34
2019-05-31,324.92,289.92,267.91,291.46
2019-06-03,324.35,291.02,267.93,290.12
2019-06-04,322.04,288.09,264.83,286.39
2019-06-05,321.71,287.47,263.46,285.2
2019-06-06,321.2,287.22,264.07,285.64
2019-06-07,321.54,287.18,263.04,285.43
2019-06-11,320.6,285.93,260.76,283.39
2019-06-12,321.87,286.4,262.35,283.99
2019-06-13,322.29,287.41,263.23,285.34
2019-06-14,321.94,286.79,263.66,285.41
2019-06-17,322.29,287.6,264.69,287.4
2019-06-18,322.2,287.94,265.87,287.94
2019-06-19,323.79,289.56,266.6,289.1
2019-06-20,324.29,290.85,266.48,287.24
2019-06-21,323.86,291.6,266.69,286.5
2019-06-24,324.06,291.49,265.05,284.61
2019-06-25,324.11,291.8,265.88,284.68
2019-06-26,323.51,291.9,265.06,284.81
2019-06-27,323.42,290.53,263.46,284.4
2019-06-28,323.54,291.66,263.87,284.08
2019-07-01,322.76,289.48,263.14,284.85
2019-07-02,322.88,289.42,264.17,285.89
2019-07-03,323.01,290.31,265.7,286.13
2019-07-04,322.39,289.66,265.08,285.81
2019-07-05,323.61,290.99,265.99,287.35
2019-07-08,324.66,291.62,266.68,289.05
2019-07-09,325.24,292.03,266.64,290.42
2019-07-10,325.93,292.97,266.51,290.36
2019-07-11,325.53,292.93,267.2,288.74
2019-07-12,325.68,293.05,266.89,289.18
2019-07-15,325.79,294.03,267.84,289
2019-07-16,325.41,294.06,267.85,289.38
2019-07-17,326.64,294.39,269.13,291.36
2019-07-18,326.58,294.94,269.68,290.55
2019-07-19,325.67,294.23,268.84,289.46
2019-07-22,324.95,295.03,268.55,289.69
2019-07-23,325.74,295.81,269.25,291.28
2019-07-24,325.82,296.68,270.66,292.5
2019-07-25,325.23,296.3,270.34,292.21
2019-07-26,326.59,295.69,269.85,293.27
2019-07-29,326.9,296.33,270.5,293.9
2019-07-30,327.84,296.93,270.89,294.11
2019-07-31,327.15,296.27,270.34,293.54
2019-08-01,326.42,296.94,270.84,295.46
2019-08-02,327.67,299.34,276.14,295.3
2019-08-05,327.45,301.23,277.26,293.76
2019-08-06,325.75,298.51,273.32,290.87
2019-08-07,325.25,297.21,273.57,290.64
2019-08-08,325.05,297.3,273.1,289.84
2019-08-09,324.55,297.59,273.71,289.91
2019-08-12,324.7,298.32,275.96,290.53
2019-08-13,324.11,298.15,275.01,289.59
2019-08-14,323.45,297.15,271.86,289.39
2019-08-15,326.13,300.05,275.75,292.52
2019-08-16,324.96,299.19,275.75,293.15
2019-08-21,327.36,301.02,276.86,294.97
2019-08-22,327.64,300.55,277.44,295.2
2019-08-23,328.38,300.54,278.27,296.72
2019-08-26,329.21,302.64,279.66,296.19
2019-08-27,329,302.06,279.87,296.05
2019-08-28,329.92,303.13,281.29,297.52
2019-08-29,330.19,303.12,280.45,298.06
2019-08-30,331.11,303.41,281.88,299.95
2019-09-02,331.01,304.49,283.86,301.66
2019-09-03,331.13,305.18,285.15,302.43
2019-09-04,328.5,302.63,280.97,298.42
2019-09-05,329.5,303.77,280.16,298.51
2019-09-06,329.85,302.21,279.2,298.86
2019-09-09,329.95,301.87,279.52,299.03
2019-09-10,331.13,302.59,279.55,299.96
2019-09-11,332.25,303.24,279.63,301.33
2019-09-12,331.37,303.42,278.61,300.54
2019-09-13,332.7,303.69,277.76,299.95
2019-09-16,331.89,303.02,278.34,300.08
2019-09-17,333.36,304.47,279.78,302.64
2019-09-18,333.12,303.01,278.77,301.68
2019-09-19,332.65,303.44,278.52,300.8
2019-09-20,332.5,303.66,278.85,300.96
2019-09-23,334.94,308.28,284.18,305.1
2019-09-24,335.29,307.91,283.33,304.98
2019-09-25,334.47,308.48,283.3,304.04
2019-09-26,334.45,307.71,284.06,305.71
2019-09-27,336.02,309.8,285.03,307.6
2019-09-30,334.65,308.19,283.63,306.06
2019-10-01,334.77,307.05,283.46,307.3
2019-10-02,334.81,307.14,285.18,307.02
2019-10-03,333.32,304.28,283.8,304.01
2019-10-04,332.45,303.85,283.68,302.94
2019-10-07,333.05,305.54,284.27,303.77
2019-10-08,333.99,306.24,283.58,303.88
2019-10-09,334.32,306.39,283.72,304.37
2019-10-10,333.63,305.21,281.91,302.8
2019-10-11,331.87,301.79,279.13,301.43
2019-10-14,331.5,301.67,277.59,300.52
2019-10-15,332.17,301.62,278.02,301.23
2019-10-16,332.58,302.21,277.16,301.33
2019-10-17,332.72,302.07,275.7,300.02
2019-10-18,330.95,300.98,273.6,297.4
2019-10-21,330.39,300.49,272.43,295.89
2019-10-22,330.19,299.85,273,296.37
2019-10-24,329.32,298.64,272.18,295.83
2019-10-25,329.1,298.53,272.55,295.93
2019-10-28,328.69,297.64,272.61,296.33
2019-10-29,328.62,298.01,272.47,296.67
2019-10-30,329.82,299.17,272.65,296.81
2019-10-31,329.82,299.35,272.79,295.43
2019-11-04,327.99,297.37,271.06,293.77
2019-11-05,329.1,298.52,271.64,295.71
2019-11-06,331.46,301.02,274.27,298.85
2019-11-07,332.56,302.26,275.24,300.2
2019-11-08,333.65,303.59,276.41,302.25
2019-11-11,334.34,304.52,278.17,303.12
2019-11-12,334.45,304.79,277.7,303.14
2019-11-13,334.95,307.22,279.24,304.09
2019-11-14,333.76,307.2,279.36,303.39
2019-11-15,334.61,306.46,279.39,303.67
2019-11-18,335.36,306.01,278.13,303.16
2019-11-19,334.91,305.15,278.17,302.59
2019-11-20,333.25,303.78,277.78,301.2
2019-11-21,333.75,303.95,277.4,301.06
2019-11-22,334.36,304.27,278.48,302.29
2019-11-25,335.04,304.95,279.46,304.22
2019-11-26,336.5,306.26,280.37,305.49
2019-11-27,335.91,305.77,279.47,305.1
2019-11-28,336.71,306.11,279.37,305.71
2019-11-29,334.7,304.25,277.57,304.13
2019-12-02,333.44,302.74,276.07,302.71
2019-12-03,332.29,303.03,274.96,299.79
2019-12-04,331.35,302.6,275.19,299.24
2019-12-05,330.96,301.67,273.87,298.38
2019-12-06,330.33,301.3,274.08,297.68
2019-12-09,331.73,302.74,276.29,299.77
2019-12-10,331.72,303.66,275.76,299.47
2019-12-11,330.28,302.55,274.16,297.98
2019-12-12,329.56,301.33,272.47,296.15
2019-12-13,328.82,299.35,268.23,294.11
2019-12-16,329.01,300.46,270.06,295.5
2019-12-17,330.45,301.31,270.36,296.37
2019-12-18,330.65,302.91,271.38,297
2019-12-19,331.39,303.26,271.6,297.56
2019-12-20,330.35,303.17,271.7,297.08
2019-12-23,330.83,304.45,272.88,298.48
2019-12-30,330.71,303.54,270.58,295.28
2019-12-31,330.52,304.39,271.37,294.74